id,section_id,year,technique_id,width,height,available,price,last_modified,lang,id,title,lang,id,name
300,14,2008,3,50,40,1,400,2008-05-05 21:33:07,en,300,Center of the table,en,14,Flowers
301,11,2008,3,100,100,1,1400,2008-07-18 17:04:09,en,301,Nude,en,11,Figures
302,11,2008,3,100,100,1,1200,2008-07-18 17:05:36,en,302,Woman alone,en,11,Figures
304,11,2008,3,65,75,1,1000,2008-07-18 17:10:17,en,304,The back,en,11,Figures
308,1,2008,6,55,45,1,350,2008-09-02 16:39:07,en,308,The stallion,en,1,Horses
309,18,2008,3,70,50,1,700,2008-09-07 20:48:36,en,309,Madonna,en,18,Holy pictures
310,1,2008,3,100,100,1,1000,2008-09-07 20:51:27,en,310,Horses,en,1,Horses
311,1,2008,3,100,100,"0",,2008-09-23 21:07:42,en,311,White horses,en,1,Horses
312,11,2007,10,40,50,"0",,2008-09-23 21:21:57,en,312,Nude 4,en,11,Figures
315,11,2008,3,100,100,1,1400,2008-11-05 15:20:06,en,315,The Detail,en,11,Figures
316,11,2008,3,100,100,1,1300,2008-12-23 20:47:01,en,316,The sun light,en,11,Figures
318,1,2009,3,50,60,1,350,2009-02-24 09:46:32,en,318,White horse,en,1,Horses
319,11,2009,3,100,100,1,1300,2009-02-24 09:48:28,en,319,Behind the window,en,11,Figures
320,11,2009,3,50,60,1,350,2009-02-24 09:52:09,en,320,Valentino's day,en,11,Figures
321,13,2009,11,70,70,1,500,2009-02-24 09:53:43,en,321,The tree in red,en,13,Landscapes
323,14,2009,3,60,50,1,350,2009-02-24 09:56:51,en,323,The window,en,14,Flowers
331,11,2010,3,120,100,1,1400,2010-03-24 13:24:27,en,331,Ambient,en,11,Figures
333,11,2009,6,50,65,1,500,2010-03-24 13:28:59,en,333,Belle Epoque,en,11,Figures
334,11,2010,3,120,100,1,1400,2010-03-24 13:31:54,en,334,In braccio a Morfeo,en,11,Figures
335,11,2010,3,120,100,1,1400,2010-03-24 13:33:22,en,335,Omaggio a Liang,en,11,Figures
336,11,2009,3,70,100,1,900,2010-03-24 13:36:18,en,336,Trittico,en,11,Figures
337,13,2009,3,42,75,"0",,2010-03-24 13:37:59,en,337,Along the river,en,13,Landscapes
338,11,2009,3,50,60,1,500,2010-03-24 14:32:20,en,338,Waiting for,en,11,Figures
340,11,2010,3,120,100,1,1300,2010-11-23 16:32:48,en,340,Marcella,en,11,Figures
341,1,2008,3,70,100,1,700,2010-12-02 14:33:27,en,341,Horses3,en,1,Horses
